time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452300000	5.15508	19.2471	-4.98418	-62.2449	0.452712	lidar	1.99312	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
1477010452350000	4.96236	19.1351	-4.93816	-62.2362	0.427064	radar	4.48437	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.79412	18.9858	-4.9001	-62.2041	0.439959	lidar	0.57288	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.58792	18.8353	-4.92741	-62.1776	0.452751	radar	1.58377	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.40604	18.7051	-4.90156	-62.1595	0.448322	lidar	1.06818	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.22218	18.5631	-4.87017	-62.1463	0.428331	radar	1.26097	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.09195	18.4082	-4.80327	-62.1106	0.446151	lidar	1.9625	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.91119	18.235	-4.85956	-62.0688	0.492119	radar	7.34807	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65776	18.0957	-4.93123	-62.0765	0.453351	lidar	2.78103	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49269	17.9448	-4.88156	-62.0646	0.429915	radar	3.25881	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26712	17.7792	-4.93539	-62.0601	0.409068	lidar	1.25384	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08992	17.5951	-4.97201	-62.0274	0.437055	radar	2.52356	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90763	17.4782	-4.93917	-62.0289	0.411273	lidar	6.04996	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76735	17.2613	-4.9712	-61.9753	0.467534	radar	3.31379	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.59139	17.0765	-4.98407	-61.9582	0.460077	lidar	0.0928135	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.42585	16.9099	-4.93646	-61.956	0.420475	radar	1.96685	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.26016	16.7379	-4.93134	-61.9437	0.410683	lidar	0.490707	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08554	16.5425	-4.93274	-61.9363	0.384844	radar	4.99301	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93119	16.3126	-4.96497	-61.9077	0.394877	lidar	2.3224	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77251	16.1363	-4.93335	-61.905	0.365288	radar	1.01982	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56802	15.9683	-4.96314	-61.9154	0.331494	lidar	1.72466	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.44264	15.7371	-5.0008	-61.8713	0.3781	radar	2.11781	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.27086	15.5199	-5.0394	-61.8604	0.368064	lidar	0.871646	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.11434	15.3269	-5.03141	-61.8546	0.349681	radar	0.948666	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.904661	15.1098	-5.10274	-61.8612	0.320436	lidar	2.54477	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.756248	14.9287	-5.05559	-61.8628	0.288891	radar	2.38658	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.651556	14.7133	-5.02856	-61.8332	0.306734	lidar	0.472645	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.540696	14.4722	-5.06003	-61.7946	0.344805	radar	1.80703	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.367793	14.2508	-5.10282	-61.7941	0.324783	lidar	0.923989	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.24991	13.9994	-5.16721	-61.7546	0.369911	radar	3.25565	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.230602	13.7496	-5.10363	-61.6928	0.421302	lidar	3.59047	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.129363	13.5072	-5.13652	-61.6629	0.439969	radar	1.05494	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0364489	13.2777	-5.18136	-61.6696	0.405026	lidar	1.52314	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.154523	13.0589	-5.14893	-61.6661	0.376716	radar	1.04805	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.163466	12.8309	-5.07383	-61.612	0.420635	lidar	3.27335	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.282822	12.6054	-5.04652	-61.615	0.380662	radar	3.58101	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.401702	12.3697	-5.06752	-61.6105	0.362683	lidar	0.36194	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.526999	12.1608	-5.03952	-61.6195	0.323212	radar	3.8292	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.60572	11.9403	-5.0173	-61.6026	0.324693	lidar	0.529897	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.73258	11.7125	-5.02069	-61.6105	0.290596	radar	2.8078	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.925985	11.4701	-5.09385	-61.6426	0.233014	lidar	4.1332	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03376	11.2441	-5.05457	-61.6489	0.197465	radar	2.91591	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.2089	11.0174	-5.09621	-61.675	0.154203	lidar	2.2006	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.28734	10.7716	-5.1226	-61.6467	0.190798	radar	1.33204	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.41546	10.5185	-5.16109	-61.6488	0.17676	lidar	0.915494	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.50065	10.2567	-5.20107	-61.625	0.203864	radar	1.50027	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.60029	10.0457	-5.17037	-61.6229	0.194896	lidar	1.92869	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.6901	9.81542	-5.14766	-61.6174	0.18586	radar	0.501324	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76592	9.59418	-5.11669	-61.6055	0.189311	lidar	0.802932	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.87361	9.34318	-5.16106	-61.5984	0.194548	radar	2.56312	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.95369	9.05222	-5.21234	-61.5808	0.203162	lidar	4.13962	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.04146	8.8285	-5.17059	-61.5828	0.180238	radar	1.79514	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13733	8.57672	-5.18768	-61.5794	0.173399	lidar	0.162595	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.26433	8.32376	-5.22307	-61.5904	0.148699	radar	2.86889	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31278	8.08901	-5.18649	-61.5697	0.16477	lidar	0.75923	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37849	7.87454	-5.1335	-61.5628	0.159868	radar	5.48706	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49094	7.62384	-5.16352	-61.5698	0.141997	lidar	0.696864	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.65475	7.3898	-5.17244	-61.6127	0.0645137	radar	5.6642	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75824	7.13415	-5.19727	-61.6142	0.0588082	lidar	0.358373	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82011	6.89869	-5.18126	-61.5948	0.0868555	radar	1.65178	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.8645	6.68836	-5.11367	-61.5782	0.101226	lidar	2.54862	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.93257	6.46432	-5.05821	-61.5829	0.0718005	radar	4.14385	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.98761	6.22702	-5.03855	-61.5697	0.0828004	lidar	0.418336	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.10399	5.98053	-5.07771	-61.5792	0.070068	radar	3.29673	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.18516	5.70775	-5.11792	-61.5732	0.0727159	lidar	1.63923	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.29465	5.46096	-5.12405	-61.5936	0.0273766	radar	2.22739	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39027	5.20063	-5.15526	-61.5951	0.0241256	lidar	0.576557	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45757	4.95448	-5.15384	-61.5816	0.0460022	radar	0.249851	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57009	4.67872	-5.21603	-61.588	0.0366464	lidar	2.17099	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67937	4.4267	-5.22671	-61.6079	-0.00706618	radar	2.22233	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.81071	4.15783	-5.28794	-61.6212	-0.0205491	lidar	2.65705	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89149	3.91666	-5.2772	-61.6104	0.00499343	radar	1.17945	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96474	3.68255	-5.24642	-61.6059	0.00889461	lidar	0.633822	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06779	3.47492	-5.19837	-61.6249	-0.0284403	radar	4.12784	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15897	3.23021	-5.2	-61.6255	-0.0276244	lidar	0.00906183	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27416	2.97691	-5.22824	-61.6407	-0.0543659	radar	0.766285	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36329	2.70441	-5.26353	-61.6366	-0.0460772	lidar	1.34097	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45017	2.45462	-5.26389	-61.6312	-0.0313899	radar	0.196962	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55408	2.19114	-5.29633	-61.6325	-0.0297961	lidar	0.690783	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66445	1.95932	-5.28686	-61.658	-0.0850636	radar	4.00105	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.77904	1.68801	-5.33597	-61.661	-0.0812878	lidar	1.6401	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90285	1.43981	-5.35745	-61.6785	-0.10864	radar	0.572055	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96338	1.20327	-5.31011	-61.6715	-0.0980203	lidar	4.85913	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.05976	0.983748	-5.266	-61.6742	-0.0913793	radar	1.09195	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12172	0.749137	-5.22545	-61.6676	-0.0816105	lidar	3.96756	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21447	0.458211	-5.29721	-61.6623	-0.0752113	radar	5.24976	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.28983	0.216512	-5.27515	-61.6584	-0.0678899	lidar	1.52354	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39934	-0.0193585	-5.2591	-61.6552	-0.0438636	radar	5.91366	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47079	-0.259369	-5.23625	-61.6494	-0.0359903	lidar	1.62705	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59193	-0.445454	-5.17212	-61.6735	-0.0700095	radar	3.9306	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72929	-0.63247	-5.12139	-61.6988	-0.0981743	lidar	2.83124	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84421	-0.859064	-5.13949	-61.7204	-0.139863	radar	5.39107	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.9391	-1.12532	-5.17905	-61.7122	-0.119722	lidar	1.36216	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02729	-1.39161	-5.21248	-61.7023	-0.0998799	radar	2.76865	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16601	-1.5994	-5.19001	-61.7229	-0.119856	lidar	1.10312	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31	-1.83268	-5.24433	-61.7546	-0.177013	radar	4.13682	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41558	-2.08127	-5.25823	-61.7523	-0.162653	lidar	0.501437	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.5674	-2.28459	-5.23182	-61.7751	-0.179225	radar	3.04967	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71689	-2.49396	-5.21972	-61.7954	-0.193909	lidar	0.465274	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87317	-2.70578	-5.22254	-61.8177	-0.212745	radar	1.11327	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96472	-2.97358	-5.25565	-61.7994	-0.175021	lidar	2.53374	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09372	-3.19782	-5.23976	-61.8027	-0.163031	radar	0.255842	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21851	-3.39457	-5.19977	-61.8151	-0.169918	lidar	1.3786	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36445	-3.64091	-5.2352	-61.8183	-0.161299	radar	4.46607	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.52429	-3.78253	-5.15015	-61.8568	-0.202532	lidar	4.83706	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66921	-3.9911	-5.15318	-61.8697	-0.208842	radar	0.464736	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82314	-4.21874	-5.17697	-61.8769	-0.204037	lidar	0.499354	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97422	-4.43656	-5.18333	-61.8845	-0.199532	radar	0.392636	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13491	-4.67367	-5.22038	-61.8889	-0.191537	lidar	1.23593	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27398	-4.87931	-5.16552	-61.8868	-0.165365	radar	2.54777	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40621	-5.09889	-5.16545	-61.885	-0.152531	lidar	0.289391	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55249	-5.2696	-5.08833	-61.8965	-0.149853	radar	4.06587	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74382	-5.46719	-5.10711	-61.9197	-0.169318	lidar	1.69984	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90242	-5.6652	-5.09439	-61.928	-0.166618	radar	0.359202	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06008	-5.85184	-5.08055	-61.9401	-0.171644	lidar	0.165996	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19849	-6.01252	-4.99631	-61.9479	-0.164962	radar	6.44975	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37953	-6.11649	-4.91873	-61.9919	-0.211183	lidar	5.11619	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.5544	-6.29944	-4.92272	-62.0051	-0.213807	radar	0.884956	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.69447	-6.50751	-4.93166	-61.9972	-0.190265	lidar	0.480797	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.9166	-6.66596	-4.9744	-62.0367	-0.231871	radar	6.90378	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1204	-6.82832	-4.98226	-62.0629	-0.250025	lidar	0.614431	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3052	-6.9899	-4.98983	-62.0818	-0.259737	radar	1.04424	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5343	-7.1674	-5.03433	-62.1071	-0.274263	lidar	3.49456	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7402	-7.30874	-5.03443	-62.1354	-0.293647	radar	1.91512	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9857	-7.46778	-5.07666	-62.1673	-0.314179	lidar	3.47951	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1752	-7.60799	-5.03997	-62.1843	-0.315613	radar	1.26062	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3248	-7.76405	-4.99895	-62.1814	-0.293235	lidar	3.22483	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.521	-7.89091	-4.96869	-62.2034	-0.302578	radar	1.84368	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7024	-7.996	-4.91844	-62.2272	-0.314498	lidar	3.18462	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8973	-8.10906	-4.85235	-62.2501	-0.323463	radar	1.97185	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1134	-8.19947	-4.83326	-62.2861	-0.348393	lidar	0.763238	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3386	-8.32652	-4.89719	-62.3061	-0.350231	radar	2.60088	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5429	-8.40722	-4.86086	-62.3374	-0.368178	lidar	1.90814	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7507	-8.49246	-4.80271	-62.3671	-0.384401	radar	1.80153	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0269	-8.58052	-4.85496	-62.4099	-0.412025	lidar	3.9572	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2746	-8.67997	-4.90593	-62.4341	-0.413626	radar	2.72887	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4965	-8.7267	-4.87472	-62.4732	-0.436998	lidar	1.90453	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7158	-8.76537	-4.80213	-62.5166	-0.469694	radar	3.78585	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9404	-8.87777	-4.81733	-62.5212	-0.446179	lidar	0.921595	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1894	-8.96961	-4.89233	-62.5323	-0.424537	radar	2.93038	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4112	-9.0826	-4.89609	-62.5316	-0.39771	lidar	0.694615	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6408	-9.15309	-4.88096	-62.5517	-0.399793	radar	0.261604	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9253	-9.14983	-4.91545	-62.6119	-0.447659	lidar	1.95161	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1825	-9.22365	-4.94784	-62.6261	-0.435845	radar	4.54939	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4445	-9.3406	-4.99158	-62.6197	-0.400588	lidar	5.40632	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6889	-9.36876	-4.95289	-62.6559	-0.428053	radar	2.02564	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.945	-9.45466	-4.97829	-62.6584	-0.404614	lidar	2.16777	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1973	-9.46263	-4.96126	-62.6984	-0.433496	radar	2.29469	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4491	-9.45662	-4.9625	-62.7375	-0.454331	lidar	0.493622	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6697	-9.45403	-4.91094	-62.7715	-0.474097	radar	5.18221	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9514	-9.44035	-4.95468	-62.8109	-0.491517	lidar	1.44425	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2025	-9.50115	-4.97901	-62.8039	-0.447128	radar	7.90971	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4621	-9.52012	-4.99348	-62.8204	-0.439767	lidar	0.514077	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.72	-9.50864	-4.9904	-62.8525	-0.456996	radar	1.69834	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9746	-9.4765	-4.99837	-62.8866	-0.470143	lidar	0.184102	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2196	-9.4371	-4.97896	-62.9257	-0.496169	radar	0.707009	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4238	-9.48297	-4.91639	-62.916	-0.457361	lidar	2.37424	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6604	-9.47006	-4.91792	-62.9293	-0.440189	radar	1.68898	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9085	-9.46253	-4.91991	-62.9428	-0.430105	lidar	0.271845	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1391	-9.42403	-4.9142	-62.9645	-0.425969	radar	3.9555	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3838	-9.30498	-4.9347	-63.0234	-0.469586	lidar	2.97885	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.618	-9.22743	-4.91765	-63.0659	-0.500987	radar	1.12995	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8683	-9.10526	-4.951	-63.1183	-0.531943	lidar	1.27783	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1055	-9.00396	-4.96343	-63.1563	-0.543561	radar	4.93566	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.284	-9.1295	-4.81688	-63.0957	-0.4472	lidar	14.9918	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.523	-9.0869	-4.82363	-63.1048	-0.427727	radar	1.54282	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7437	-8.99223	-4.8219	-63.1385	-0.441966	lidar	0.710084	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9854	-8.91065	-4.83593	-63.1649	-0.449833	radar	2.41562	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1824	-8.84229	-4.79261	-63.1838	-0.446974	lidar	1.40633	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4155	-8.75333	-4.7989	-63.211	-0.457598	radar	1.89312	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.61	-8.72774	-4.73196	-63.2084	-0.430204	lidar	1.98419	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.8024	-8.58077	-4.70127	-63.2733	-0.503325	radar	6.63704	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.0055	-8.50577	-4.676	-63.2875	-0.491454	lidar	0.309399	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2151	-8.39728	-4.68879	-63.307	-0.476826	radar	1.93904	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4446	-8.30218	-4.70618	-63.322	-0.466354	lidar	1.14813	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6367	-8.18334	-4.68678	-63.3542	-0.483426	radar	0.964893	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
