time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461100000	-22.8691	-7.94928	-4.79955	-63.4203	-0.527496	lidar	5.58843	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.06	-7.79823	-4.78625	-63.4687	-0.573466	radar	3.53928	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2857	-7.62464	-4.847	-63.5026	-0.577203	lidar	2.17197	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4854	-7.4862	-4.8603	-63.5109	-0.536045	radar	1.75601	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6521	-7.34115	-4.83063	-63.5378	-0.537204	lidar	0.675786	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8427	-7.18217	-4.84432	-63.5584	-0.523374	radar	0.915834	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.006	-7.08556	-4.77052	-63.5645	-0.50424	lidar	2.14985	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1734	-6.90324	-4.77688	-63.6032	-0.525721	radar	1.95718	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3324	-6.6553	-4.84012	-63.6581	-0.554794	lidar	3.21153	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.4996	-6.47879	-4.83749	-63.6909	-0.571716	radar	3.47953	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6003	-6.33411	-4.74634	-63.7195	-0.575181	lidar	5.38039	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7412	-6.14437	-4.74453	-63.7508	-0.577742	radar	0.31105	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9223	-5.94335	-4.79121	-63.7726	-0.568313	lidar	2.65971	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.053	-5.7389	-4.79547	-63.8031	-0.566725	radar	1.85771	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1862	-5.5658	-4.76744	-63.8239	-0.559621	lidar	0.365177	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3396	-5.38058	-4.77528	-63.8296	-0.518925	radar	1.32495	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4825	-5.15892	-4.81007	-63.856	-0.518153	lidar	0.605108	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6146	-4.9805	-4.79013	-63.8591	-0.474451	radar	6.38119	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7294	-4.80578	-4.74872	-63.877	-0.46962	lidar	0.588375	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8502	-4.6002	-4.75229	-63.895	-0.45748	radar	0.215035	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9615	-4.36021	-4.78801	-63.9256	-0.464693	lidar	0.524235	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0704	-4.13962	-4.79027	-63.9699	-0.518533	radar	11.1061	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1603	-3.86048	-4.85887	-64.0112	-0.533105	lidar	2.07204	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.234	-3.62397	-4.85962	-64.0629	-0.587977	radar	3.53633	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2625	-3.35732	-4.87631	-64.1149	-0.611513	lidar	4.41989	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3121	-3.11385	-4.87918	-64.1607	-0.641121	radar	0.496176	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3366	-2.87645	-4.86344	-64.2026	-0.652091	lidar	1.39072	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.395	-2.64964	-4.85348	-64.2246	-0.63475	radar	1.41849	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4723	-2.48867	-4.76745	-64.233	-0.613989	lidar	5.79585	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5278	-2.25346	-4.77331	-64.2491	-0.585208	radar	1.01101	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.578	-2.0542	-4.73044	-64.2683	-0.576474	lidar	1.26519	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6092	-1.81729	-4.73258	-64.2874	-0.551622	radar	1.99665	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6069	-1.57005	-4.74051	-64.3253	-0.562176	lidar	1.11547	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.604	-1.33863	-4.73116	-64.3678	-0.59135	radar	1.68829	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6073	-1.11173	-4.71787	-64.3972	-0.591665	lidar	0.0588725	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6368	-0.885601	-4.71016	-64.412	-0.571768	radar	5.17316	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6476	-0.637607	-4.73064	-64.4352	-0.565374	lidar	0.510353	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6348	-0.396316	-4.74164	-64.4735	-0.590559	radar	2.23754	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5892	-0.108697	-4.81023	-64.5136	-0.599256	lidar	2.60322	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5698	0.129945	-4.81325	-64.5428	-0.603822	radar	2.7537	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5463	0.41634	-4.88153	-64.568	-0.596125	lidar	1.76438	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5342	0.654036	-4.87225	-64.5764	-0.557522	radar	1.78262	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5269	0.932376	-4.92563	-64.5896	-0.540343	lidar	3.12009	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4892	1.18884	-4.9368	-64.596	-0.491765	radar	7.16046	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4325	1.42844	-4.93469	-64.623	-0.494283	lidar	0.0628876	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3937	1.64918	-4.90174	-64.6349	-0.469724	radar	8.28151	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3386	1.86484	-4.8708	-64.6581	-0.470284	lidar	0.32171	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2705	2.09615	-4.86882	-64.6866	-0.481253	radar	0.236799	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2079	2.29491	-4.82064	-64.71	-0.481797	lidar	0.800077	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1452	2.5238	-4.8117	-64.7206	-0.45269	radar	0.777183	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0668	2.76444	-4.82974	-64.7423	-0.451362	lidar	0.105723	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9716	2.98708	-4.83807	-64.7843	-0.496257	radar	2.90992	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.871	3.2599	-4.90741	-64.8069	-0.492263	lidar	1.565	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7882	3.48892	-4.90948	-64.8264	-0.488644	radar	2.14101	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6821	3.69337	-4.88636	-64.8538	-0.492344	lidar	0.209837	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5653	3.90185	-4.87818	-64.8847	-0.503327	radar	1.13077	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4973	4.0873	-4.82051	-64.8978	-0.49212	lidar	3.80944	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.374	4.29054	-4.81495	-64.927	-0.499281	radar	0.613434	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2147	4.50586	-4.84262	-64.9626	-0.509828	lidar	2.00219	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0642	4.70311	-4.83453	-64.9865	-0.49327	radar	8.94981	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9456	4.89808	-4.81951	-65.0065	-0.488771	lidar	0.444451	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7895	5.08947	-4.821	-65.0363	-0.492743	radar	2.30812	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6222	5.2999	-4.85629	-65.0646	-0.495542	lidar	0.90415	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4503	5.47758	-4.86597	-65.1082	-0.532101	radar	0.938023	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2635	5.64991	-4.86978	-65.1454	-0.543214	lidar	1.22759	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0975	5.81226	-4.86006	-65.1816	-0.563297	radar	3.20277	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9234	5.97319	-4.84965	-65.2123	-0.566431	lidar	0.0542354	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7792	6.16123	-4.81712	-65.2027	-0.489177	radar	4.76872	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6114	6.31755	-4.80147	-65.2276	-0.490229	lidar	0.109614	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.462	6.49393	-4.78239	-65.2302	-0.451311	radar	1.85019	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2401	6.70865	-4.87788	-65.2497	-0.444951	lidar	4.22559	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0445	6.85174	-4.86245	-65.275	-0.440931	radar	5.55112	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8319	7.02217	-4.90048	-65.2989	-0.441872	lidar	1.03368	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.62	7.15674	-4.90672	-65.3352	-0.464544	radar	1.5297	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4347	7.30317	-4.89788	-65.3544	-0.460427	lidar	0.292112	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2064	7.42707	-4.93287	-65.4044	-0.51419	radar	2.58562	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0254	7.58962	-4.93871	-65.4134	-0.495983	lidar	2.12981	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8416	7.75972	-4.92954	-65.4057	-0.43939	radar	5.78832	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.634	7.90271	-4.94024	-65.4232	-0.434233	lidar	0.0916816	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4428	8.03857	-4.92039	-65.4328	-0.413904	radar	1.6352	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2147	8.07941	-4.86043	-65.4848	-0.449386	lidar	4.46903	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0226	8.23647	-4.84072	-65.4685	-0.377251	radar	6.40225	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8439	8.38809	-4.83784	-65.468	-0.356064	lidar	3.09346	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6034	8.49735	-4.87811	-65.5027	-0.388892	radar	4.37802	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3562	8.63173	-4.93012	-65.5185	-0.383831	lidar	1.35118	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1568	8.76518	-4.90374	-65.5104	-0.332822	radar	1.84658	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9566	8.86822	-4.87886	-65.5251	-0.331247	lidar	0.599994	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7558	8.99112	-4.85246	-65.5199	-0.289682	radar	1.4426	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5327	9.06341	-4.832	-65.5469	-0.303666	lidar	0.661511	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2933	9.16987	-4.86642	-65.5664	-0.314293	radar	4.39987	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.01	9.25692	-4.92634	-65.5945	-0.326965	lidar	5.96452	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7921	9.3418	-4.91321	-65.6122	-0.331122	radar	1.6848	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5387	9.44196	-4.95018	-65.6265	-0.328112	lidar	0.749932	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2742	9.4706	-4.97851	-65.6837	-0.397725	radar	5.87429	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9871	9.59669	-5.07267	-65.6884	-0.379273	lidar	3.53657	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7426	9.68763	-5.06619	-65.6885	-0.341735	radar	2.86208	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4696	9.79515	-5.12514	-65.6943	-0.328172	lidar	1.34598	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2226	9.8704	-5.13218	-65.7095	-0.328629	radar	0.472558	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9523	9.99377	-5.19375	-65.7057	-0.305265	lidar	1.65918	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6982	10.0594	-5.19812	-65.7223	-0.307409	radar	0.0748265	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4499	10.1681	-5.22009	-65.7196	-0.287271	lidar	1.37329	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1938	10.2347	-5.2312	-65.7362	-0.294379	radar	0.568558	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9551	10.2631	-5.19489	-65.7615	-0.306405	lidar	0.53569	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.707	10.3292	-5.18565	-65.7666	-0.287864	radar	0.271614	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4811	10.3266	-5.12316	-65.7994	-0.309048	lidar	1.61275	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1893	10.3461	-5.18966	-65.8404	-0.35857	radar	7.89301	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9284	10.4021	-5.20553	-65.8493	-0.348352	lidar	0.293921	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6823	10.4411	-5.15791	-65.8462	-0.299615	radar	6.52335	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4359	10.4092	-5.11882	-65.8853	-0.327432	lidar	2.1014	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1752	10.4354	-5.12271	-65.8972	-0.318329	radar	0.592131	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8749	10.5822	-5.23012	-65.8633	-0.259874	lidar	8.03901	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6184	10.6465	-5.21264	-65.8475	-0.205907	radar	2.17054	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3658	10.6465	-5.19341	-65.8701	-0.220002	lidar	0.533897	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1025	10.6727	-5.20272	-65.8822	-0.223057	radar	0.21388	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8472	10.7666	-5.22341	-65.865	-0.191103	lidar	3.9787	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5821	10.8186	-5.23197	-65.8607	-0.169029	radar	1.41364	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3436	10.7869	-5.18354	-65.892	-0.194705	lidar	1.93953	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0851	10.8264	-5.17773	-65.8871	-0.167532	radar	0.623518	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8378	10.8899	-5.17827	-65.8788	-0.149013	lidar	2.02524	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5615	10.9106	-5.20213	-65.8881	-0.151238	radar	2.65507	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3299	10.9259	-5.1645	-65.8973	-0.153181	lidar	0.852003	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0665	10.8567	-5.19541	-65.9699	-0.273451	radar	9.76379	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7779	10.8274	-5.22511	-65.995	-0.285786	lidar	2.74286	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5221	10.8239	-5.21736	-66.0067	-0.281348	radar	0.172769	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.287	10.819	-5.18521	-66.0187	-0.279372	lidar	1.01386	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0358	10.8765	-5.14508	-65.9817	-0.185679	radar	6.6759	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.77664	10.9217	-5.1591	-65.9719	-0.163997	lidar	1.9972	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.54177	10.9052	-5.12149	-65.9845	-0.165847	radar	4.05759	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28266	10.9295	-5.13192	-65.9818	-0.153533	lidar	0.64616	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.03415	10.912	-5.11146	-65.9909	-0.148504	radar	2.69399	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77211	10.9412	-5.12751	-65.9849	-0.133537	lidar	0.95154	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.52905	10.9004	-5.10098	-66.0051	-0.146954	radar	6.50538	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.35426	10.825	-4.98074	-66.0394	-0.176751	lidar	5.83358	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.10102	10.8395	-4.97909	-66.0277	-0.141225	radar	1.44099	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.77782	10.8781	-5.08905	-66.0123	-0.116022	lidar	4.77206	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.51485	10.8798	-5.08965	-66.0034	-0.0847876	radar	2.05917	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24264	10.8654	-5.11311	-66.0096	-0.0869596	lidar	0.527336	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00108	10.901	-5.08045	-65.9803	-0.0242567	radar	3.82201	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
